101860094	Mon Oct 22 07:41:19 +0000 2012	en	Orange juice &amp; game of thrones... #gameofthrones #instaphotography #books #instagood #like #likethis #webtag http://t.co/2SJnqm6z
363719660	Mon Oct 22 22:05:34 +0000 2012	en	Just finished #thedarktower series besides #gameofthrones the best books I've read!
272566903	Tue Oct 23 22:16:54 +0000 2012	en	I just read the first 4 books of A Song of Ice and Fire/ #gameofthrones   I think my brain needs to decompress before I tackle the next one
43913450	Wed Oct 24 06:32:02 +0000 2012	en	A Storm of Swords is fucked up lol. This was my face throughout the latter half of the book: @.@ #gameofthrones #books #songoficeandfire
